tender_id,tender_date,category,region,procurement_method,vendor_id,bidder_ids,num_bidders,tender_value,estimated_market_value,bid_amount,bid_rank,award_value,final_contract_value,contract_duration_months,bids,is_anomaly,anomaly_types,previous_participations,previous_wins,vendor_win_rate,post_award_change_pct,bid_to_tender_ratio,bid_to_market_ratio
T06385,2022-01-07,Transport,South,open,V0189,V0032|V0063|V0088|V0168|V0189|V0326,6,1263.25,1256.58,1161.47,1,1169.73,1192.07,22,V0032:1163.35|V0063:1165.98|V0088:1168.67|V0168:1285.00|V0189:1161.47|V0326:1286.62,0,,0,0,,1.909842442272996,0.9194300415594696,0.9243104298970222
T06769,2022-01-07,Medical Supplies,East,open,V0158,V0114|V0129|V0153|V0158|V0196|V0335,6,46.03,44.05,43.12,1,43.43,64.6,26,V0114:47.36|V0129:47.50|V0153:43.93|V0158:43.12|V0196:47.53|V0335:48.11,1,post_award_change,1,0,0.0,48.74510706884641,0.9367803606343688,0.9788876276958002
T07925,2022-01-07,Construction,East,restricted,V0322,V0173|V0242|V0322,3,3059.7,2970.36,2997.04,1,3010.83,3245.56,23,V0173:3133.06|V0242:3163.17|V0322:2997.04,0,,0,0,,7.796189090715849,0.9795208680589601,1.0089820762466502
T08732,2022-01-07,Transport,West,open,V0192,V0023|V0098|V0138|V0184|V0192|V0223|V0266,7,349.05,347.23,308.31,1,310.35,309.75,30,V0023:358.37|V0098:313.10|V0138:310.00|V0184:333.46|V0192:308.31|V0223:326.88|V0266:322.51,0,,1,0,0.0,-0.19333011116482124,0.8832831972496776,0.8879129107507991
T09988,2022-01-07,Medical Supplies,South,restricted,V0224,V0148|V0224|V0371|V0382,4,204.78,188.95,186.29,1,184.53,189.85,13,V0148:192.55|V0224:186.29|V0371:199.94|V0382:202.73,0,,0,0,,2.8830000541917267,0.9097079792948529,0.9859222016406457
T00563,2022-01-08,Transport,South,open,V0001,V0001|V0301|V0315,3,1866.99,2015.79,1690.2,1,1690.2,1682.74,23,V0001:1690.20|V0301:1692.78|V0315:1695.32,0,,1,1,1.0,-0.4413678854573445,0.905307473526907,0.8384801988302353
T02599,2022-01-08,Construction,Central,restricted,V0067,V0067|V0198|V0207|V0345,4,657.4,610.2,626.16,1,626.06,619.43,21,V0067:626.16|V0198:643.15|V0207:628.71|V0345:651.36,0,,0,0,,-1.0590039293358458,0.9524794645573471,1.0261553588987216
T03588,2022-01-08,Consulting,West,restricted,V0340,V0160|V0223|V0340,3,243.85,255.81,223.02,1,224.22,229.21,17,V0160:227.05|V0223:249.14|V0340:223.02,0,,1,0,0.0,2.2254928195522297,0.9145786344063974,0.8718189281107072
T04403,2022-01-08,IT Services,North,restricted,V0033,V0033|V0233,2,354.13,368.58,356.31,1,356.17,380.89,26,V0033:356.31|V0233:369.11,0,,0,0,,6.940505938175582,1.0061559314376076,0.9667100765098486
T05391,2022-01-08,Transport,East,open,V0011,V0011|V0124|V0163|V0186|V0243|V0252|V0306|V0373,8,154.66,163.25,235.72,1,235.72,240.71,29,V0011:235.72|V0124:242.79|V0163:249.86|V0186:256.93|V0243:264.01|V0252:271.08|V0306:278.15|V0373:285.22,1,price_deviation,1,0,0.0,2.116918377736301,1.524117418854261,1.4439203675344563
T05554,2022-01-08,Construction,North,open,V0392,V0069|V0074|V0100|V0371|V0388|V0392,6,1913.78,1962.19,1773.15,1,1787.09,1780.93,30,V0069:1865.45|V0074:1806.95|V0100:1784.09|V0371:1878.91|V0388:1894.38|V0392:1773.15,0,,1,0,0.0,-0.34469444739771665,0.9265171545318689,0.903658667101555
T08476,2022-01-08,Medical Supplies,South,open,V0238,V0034|V0068|V0129|V0188|V0238|V0324|V0326|V0365,8,564.63,601.0,517.24,1,525.84,541.63,11,V0034:578.67|V0068:523.13|V0129:524.48|V0188:533.67|V0238:517.24|V0324:523.54|V0326:592.56|V0365:563.50,0,,1,0,0.0,3.0028145443480834,0.916068930095815,0.8606322795341098
T02622,2022-01-09,IT Services,Central,open,V0338,V0039|V0293|V0338,3,287.54,291.32,261.59,1,263.04,265.78,26,V0039:273.47|V0293:282.36|V0338:261.59,0,,1,0,0.0,1.0416666666666483,0.9097516867218473,0.8979472744748043
T02704,2022-01-09,IT Services,Central,restricted,V0390,V0161|V0358|V0390,3,296.79,296.77,264.59,1,263.02,259.25,17,V0161:264.91|V0358:300.69|V0390:264.59,0,,1,0,0.0,-1.4333510759637982,0.89150577849658,0.8915658590827914
T03193,2022-01-09,Construction,Central,open,V0245,V0028|V0076|V0172|V0178|V0220|V0245|V0392,7,4571.76,4298.2,4040.17,1,4002.81,5281.72,13,V0028:4261.41|V0076:4458.38|V0172:4286.85|V0178:4274.43|V0220:4114.02|V0245:4040.17|V0392:4151.52,1,post_award_change,2,1,0.5,31.95030491080017,0.8837231175739758,0.9399678935368294
T04238,2022-01-09,Consulting,East,open,V0035,V0035|V0057|V0097|V0120|V0229|V0363,6,77.22,74.45,69.48,1,70.48,70.43,23,V0035:69.48|V0057:70.01|V0097:73.77|V0120:75.94|V0229:75.68|V0363:75.55,0,,1,0,0.0,-0.07094211123722638,0.8997668997668998,0.9332437877770315
T04680,2022-01-09,Transport,Central,open,V0146,V0048|V0081|V0093|V0146|V0187|V0232|V0329|V0356,8,325.18,342.82,300.64,1,304.46,327.17,21,V0048:301.82|V0081:306.34|V0093:323.82|V0146:300.64|V0187:312.10|V0232:313.84|V0329:329.42|V0356:333.79,0,,1,0,0.0,7.459107928791972,0.9245341041884494,0.8769616708476752
T04716,2022-01-09,Consulting,East,open,V0238,V0091|V0134|V0197|V0238,4,49.36,49.38,46.17,1,46.85,48.88,18,V0091:48.78|V0134:51.35|V0197:50.43|V0238:46.17,0,,2,1,0.5,4.332977588046961,0.9353727714748785,0.9349939246658566
T04951,2022-01-09,Construction,South,restricted,V0088,V0088|V0226,2,237.55,218.55,215.51,1,215.93,225.39,7,V0088:215.51|V0226:235.05,0,,2,0,0.0,4.381049414161987,0.9072195327299515,0.9860901395561655
T05547,2022-01-09,Construction,North,restricted,V0036,V0036|V0102|V0133|V0333,4,394.86,398.02,372.07,1,378.97,480.82,28,V0036:372.07|V0102:392.09|V0133:413.65|V0333:374.46,1,post_award_change,0,0,,26.875478270047747,0.9422833409309628,0.9348022712426511
T07410,2022-01-09,Medical Supplies,West,open,V0130,V0015|V0044|V0129|V0130|V0317,5,727.82,705.51,647.26,1,645.62,673.9,10,V0015:745.42|V0044:695.46|V0129:678.61|V0130:647.26|V0317:674.66,0,,0,0,,4.380285616926361,0.8893132917479596,0.9174356139530269
T08733,2022-01-09,IT Services,East,restricted,V0270,V0031|V0249|V0270|V0313,4,352.18,349.52,313.09,1,310.6,309.55,28,V0031:313.70|V0249:343.39|V0270:313.09|V0313:323.62,0,,1,0,0.0,-0.3380553766902805,0.8890056221250496,0.8957713435568779
T09410,2022-01-09,Consulting,East,open,V0165,V0026|V0041|V0116|V0120|V0134|V0165|V0231|V0363,8,91.57,95.45,80.61,1,80.88,84.93,30,V0026:94.67|V0041:90.07|V0116:83.96|V0120:83.99|V0134:87.80|V0165:80.61|V0231:82.50|V0363:81.42,0,,0,0,,5.007418397626127,0.8803101452440756,0.8445259298061812
T09663,2022-01-09,Consulting,Central,open,V0014,V0014|V0079|V0321|V0344|V0379,5,139.86,140.38,124.34,1,125.93,127.46,11,V0014:124.34|V0079:125.31|V0321:145.38|V0344:134.76|V0379:145.55,0,,1,1,1.0,1.214960692448175,0.889031889031889,0.8857387092178374
T00482,2022-01-10,IT Services,Central,open,V0323,V0175|V0255|V0256|V0323,4,152.62,152.97,139.65,1,138.99,138.31,34,V0175:157.42|V0255:158.79|V0256:150.40|V0323:139.65,0,,2,1,0.5,-0.48924383049140713,0.9150176909972481,0.9129241027652482
T03878,2022-01-10,IT Services,Central,open,V0081,V0030|V0081|V0135|V0181|V0215|V0325|V0390,7,403.99,379.69,357.43,1,359.47,376.88,19,V0030:418.43|V0081:357.43|V0135:366.09|V0181:419.32|V0215:364.72|V0325:419.90|V0390:360.22,0,,1,0,0.0,4.843241438784869,0.8847496225154088,0.941373225526087
T05236,2022-01-10,Transport,South,restricted,V0167,V0167|V0243|V0268|V0380,4,1035.5,1062.29,961.87,1,975.9,1002.49,23,V0167:961.87|V0243:1031.37|V0268:1054.60|V0380:1000.14,0,,0,0,,2.724664412337333,0.9288942539835828,0.9054683749258677
T05442,2022-01-10,Construction,South,open,V0152,V0076|V0136|V0139|V0152|V0154|V0224|V0342|V0371,8,1732.92,1610.56,1577.89,1,1563.15,1600.76,18,V0076:1719.82|V0136:1814.36|V0139:1591.18|V0152:1577.89|V0154:1641.97|V0224:1726.22|V0342:1633.15|V0371:1657.56,0,,1,0,0.0,2.4060390877394937,0.9105382822057567,0.979715130141069
T06317,2022-01-10,Consulting,East,open,V0093,V0093|V0129|V0203|V0282|V0340|V0363|V0394,7,63.4,61.77,56.09,1,56.6,57.78,18,V0093:56.09|V0129:61.39|V0203:62.53|V0282:58.18|V0340:64.60|V0363:57.58|V0394:60.56,0,,1,0,0.0,2.0848056537102466,0.8847003154574133,0.9080459770114943
T06381,2022-01-10,Consulting,West,open,V0127,V0052|V0127|V0283,3,30.54,30.79,30.46,1,30.65,43.99,7,V0052:31.72|V0127:30.46|V0283:31.50,1,post_award_change,1,0,0.0,43.52365415986951,0.9973804846103471,0.9892822344917181
T07999,2022-01-10,Medical Supplies,Central,open,V0093,V0090|V0093|V0106|V0108|V0156|V0202|V0300|V0319,8,577.3,547.53,517.93,1,520.52,510.57,16,V0090:541.04|V0093:517.93|V0106:596.37|V0108:595.80|V0156:537.35|V0202:587.85|V0300:590.48|V0319:534.85,0,,1,0,0.0,-1.9115499884730633,0.897159189329638,0.9459390353040016
T01903,2022-01-11,Construction,North,open,V0119,V0119|V0230|V0387,3,4166.72,4428.55,3999.97,1,4019.16,4075.12,13,V0119:3999.97|V0230:4119.29|V0387:4003.43,0,,3,1,0.3333333333333333,1.3923307357756356,0.9599805122494431,0.9032234026938839
T02846,2022-01-11,IT Services,West,open,V0003,V0002|V0003|V0004|V0005,4,154.38,164.22,147.63,1,147.63,148.58,28,V0002:153.94|V0003:147.63|V0004:148.21|V0005:154.64,1,repeated_co_bidders,3,1,0.3333333333333333,0.6435006435006551,0.9562767197823552,0.8989769820971867
T03030,2022-01-11,Transport,West,negotiated,V0232,V0023|V0056|V0232|V0243,4,1860.53,1828.5,1766.89,1,1759.82,1842.8,29,V0023:1795.97|V0056:1857.73|V0232:1766.89|V0243:1891.12,0,,3,1,0.3333333333333333,4.715254969258221,0.9496702552498483,0.9663057150669948
T03731,2022-01-11,IT Services,South,open,V0387,V0017|V0136|V0176|V0268|V0327|V0368|V0387,7,222.76,227.04,199.07,1,200.4,198.97,24,V0017:230.59|V0136:207.64|V0176:212.84|V0268:202.21|V0327:204.39|V0368:214.38|V0387:199.07,0,,1,0,0.0,-0.7135728542914206,0.8936523612856886,0.8768058491895702
T05327,2022-01-11,Construction,Central,restricted,V0274,V0274|V0380|V0393,3,4419.1,4186.84,4167.93,1,4136.53,4456.4,31,V0274:4167.93|V0380:4529.47|V0393:4236.28,0,,3,0,0.0,7.7328098672075365,0.9431626349256635,0.9954834672449867
T06289,2022-01-11,Consulting,Central,open,V0026,V0026|V0048|V0153|V0190|V0336,5,82.39,76.25,72.71,1,72.0,71.08,35,V0026:72.71|V0048:73.04|V0153:81.68|V0190:84.03|V0336:82.59,0,,1,0,0.0,-1.2777777777777801,0.8825100133511348,0.9535737704918033
T06792,2022-01-11,Consulting,East,negotiated,V0134,V0134|V0290,2,217.67,201.56,194.49,1,197.63,210.95,18,V0134:194.49|V0290:226.21,0,,3,0,0.0,6.73986742903405,0.8935085220747003,0.9649235959515777
T07244,2022-01-11,Construction,South,open,V0332,V0063|V0107|V0332,3,1575.64,1479.97,1473.58,1,1473.27,1502.29,7,V0063:1520.63|V0107:1646.99|V0332:1473.58,0,,1,0,0.0,1.9697679312006615,0.9352263207331623,0.9956823449123968
T07419,2022-01-11,Construction,West,open,V0350,V0067|V0148|V0184|V0207|V0215|V0350|V0388|V0395,8,1510.45,1534.5,1332.53,1,1331.9,1337.84,24,V0067:1479.62|V0148:1478.23|V0184:1346.53|V0207:1452.97|V0215:1508.04|V0350:1332.53|V0388:1370.92|V0395:1343.48,0,,3,0,0.0,0.4459794278849633,0.8822072892184448,0.8683805799934832
T07636,2022-01-11,IT Services,Central,open,V0135,V0135|V0152|V0208|V0232|V0335,5,104.62,101.38,94.97,1,94.88,94.99,17,V0135:94.97|V0152:106.90|V0208:97.97|V0232:98.30|V0335:100.68,0,,1,0,0.0,0.11593591905564864,0.9077614222901931,0.93677253896232
T08993,2022-01-11,Transport,East,open,V0113,V0113|V0183|V0275,3,1385.45,1340.06,1233.71,1,1254.47,1272.79,14,V0113:1233.71|V0183:1331.09|V0275:1335.33,0,,0,0,,1.4603776893827622,0.8904760186221083,0.9206378818858858
T09885,2022-01-11,IT Services,North,open,V0273,V0273|V0338|V0348|V0349|V0383,5,102.2,107.21,96.36,1,96.18,94.52,15,V0273:96.36|V0338:105.93|V0348:103.97|V0349:104.13|V0383:99.84,0,,0,0,,-1.7259305468912567,0.9428571428571428,0.8987967540341386
T01936,2022-01-12,Medical Supplies,North,open,V0012,V0012|V0029|V0111|V0171|V0199|V0280|V0287,7,347.18,372.34,305.93,1,307.72,315.29,10,V0012:305.93|V0029:318.51|V0111:323.87|V0171:344.48|V0199:331.83|V0280:325.81|V0287:356.04,0,,0,0,,2.4600285974262293,0.8811855521631431,0.8216415104474406
T02904,2022-01-12,Transport,South,open,V0346,V0042|V0165|V0194|V0318|V0333|V0346|V0371,7,599.44,555.3,536.0,1,540.83,559.33,24,V0042:571.34|V0165:599.27|V0194:536.79|V0318:583.38|V0333:585.69|V0346:536.00|V0371:536.97,0,,0,0,,3.420668232161677,0.8941678900306952,0.965244012245633
T03942,2022-01-12,Transport,Central,open,V0243,V0090|V0149|V0243,3,1345.4,1441.79,1205.98,1,1213.68,1242.74,28,V0090:1341.72|V0149:1230.95|V0243:1205.98,0,,5,1,0.2,2.3943708391009113,0.8963728259253753,0.8364463618141339
T04942,2022-01-12,Medical Supplies,North,open,V0261,V0010|V0261|V0289|V0358|V0360,5,111.87,112.43,106.39,1,107.03,114.86,28,V0010:117.43|V0261:106.39|V0289:112.40|V0358:110.94|V0360:108.06,0,,0,0,,7.315705876856954,0.9510145704835969,0.9462776838921996
T05081,2022-01-12,IT Services,East,open,V0126,V0027|V0126|V0164|V0186|V0248|V0354|V0356,7,477.81,443.91,427.64,1,427.45,434.65,10,V0027:471.80|V0126:427.64|V0164:493.39|V0186:436.99|V0248:482.09|V0354:475.88|V0356:486.55,0,,0,0,,1.6844075330447978,0.8950001046441054,0.9633484264828456
T05271,2022-01-12,Medical Supplies,North,open,V0006,V0006|V0007|V0008,3,684.5,733.29,711.41,1,711.41,729.56,22,V0006:711.41|V0007:723.73|V0008:736.05,1,similar_bidding,3,1,0.3333333333333333,2.5512714187318113,1.0393133674214754,0.9701618732015983
T05935,2022-01-12,Consulting,South,negotiated,V0254,V0190|V0254|V0312,3,21.63,21.26,19.3,1,19.48,20.38,17,V0190:22.25|V0254:19.30|V0312:20.05,0,,3,1,0.3333333333333333,4.620123203285414,0.892279241793805,0.9078080903104421
T06027,2022-01-12,Consulting,North,open,V0001,V0001|V0091|V0134|V0196|V0392,5,235.79,230.75,211.78,1,211.78,213.12,23,V0001:211.78|V0091:215.27|V0134:217.58|V0196:217.11|V0392:217.89,0,,2,2,1.0,0.6327320804608573,0.8981721022944146,0.9177898158179848
T06399,2022-01-12,Medical Supplies,West,open,V0124,V0089|V0124|V0204|V0210|V0255|V0272|V0296|V0364,8,157.75,161.7,139.63,1,138.68,145.09,28,V0089:150.11|V0124:139.63|V0204:159.05|V0210:150.53|V0255:162.54|V0272:163.99|V0296:154.27|V0364:147.93,0,,2,0,0.0,4.622151716181134,0.88513470681458,0.8635126777983921
T06402,2022-01-12,Medical Supplies,Central,open,V0365,V0195|V0248|V0365|V0378,4,514.66,531.63,454.23,1,462.56,479.43,13,V0195:535.72|V0248:509.46|V0365:454.23|V0378:510.04,0,,1,0,0.0,3.6470944309927376,0.8825826759413983,0.8544100220077874
T06521,2022-01-12,Consulting,Central,restricted,V0206,V0026|V0166|V0206,3,35.93,36.63,31.71,1,31.62,33.34,35,V0026:37.05|V0166:36.16|V0206:31.71,0,,1,0,0.0,5.439595192915884,0.88254940161425,0.8656838656838657
T07309,2022-01-12,IT Services,South,open,V0055,V0055|V0204|V0224|V0268|V0282|V0319|V0363,7,333.32,359.45,303.72,1,309.59,322.17,35,V0055:303.72|V0204:330.50|V0224:333.03|V0268:333.42|V0282:322.75|V0319:345.22|V0363:329.59,0,,0,0,,4.063438741561433,0.9111964478579144,0.8449575740714982
T07791,2022-01-12,Transport,North,restricted,V0045,V0045|V0211|V0258|V0392,4,1027.46,1038.25,1011.91,1,1007.33,997.05,13,V0045:1011.91|V0211:1068.14|V0258:1054.56|V0392:1015.00,0,,0,0,,-1.0205195913950826,0.9848655908745838,0.9746303876715627
T08085,2022-01-12,Transport,North,open,V0398,V0036|V0072|V0138|V0167|V0280|V0387|V0398,7,1244.99,1233.11,1140.79,1,1133.75,1159.6,8,V0036:1224.71|V0072:1268.32|V0138:1178.44|V0167:1140.92|V0280:1184.56|V0387:1155.84|V0398:1140.79,0,,0,0,,2.2800441014332886,0.9163045486309127,0.9251323888379788
T08432,2022-01-12,Transport,Central,open,V0302,V0211|V0259|V0302,3,1348.78,1291.8,1215.42,1,1228.27,1257.68,20,V0211:1400.35|V0259:1402.97|V0302:1215.42,0,,3,0,0.0,2.3944246786130154,0.901125461528196,0.9408732001857874
T08481,2022-01-12,IT Services,North,open,V0387,V0017|V0073|V0133|V0187|V0250|V0256|V0385|V0387,8,238.38,249.19,209.94,1,208.97,222.29,29,V0017:235.95|V0073:231.69|V0133:220.29|V0187:229.92|V0250:222.17|V0256:244.11|V0385:227.92|V0387:209.94,0,,3,1,0.3333333333333333,6.374120687179976,0.8806946891517745,0.8424896665195233
T00166,2022-01-13,Consulting,West,open,V0046,V0046|V0186|V0207|V0399,4,186.1,182.92,171.67,1,174.84,179.37,18,V0046:171.67|V0186:192.71|V0207:187.27|V0399:174.82,0,,1,1,1.0,2.590940288263556,0.9224610424502955,0.9384977039142794
T00424,2022-01-13,Medical Supplies,South,open,V0353,V0094|V0250|V0326|V0353,4,549.52,537.83,493.27,1,494.21,493.25,31,V0094:517.44|V0250:526.82|V0326:522.29|V0353:493.27,0,,1,0,0.0,-0.19424940814633043,0.8976379385645654,0.9171485413606529
T01775,2022-01-13,Medical Supplies,East,open,V0115,V0115|V0193|V0238|V0304,4,704.06,715.44,637.42,1,639.78,671.81,8,V0115:637.42|V0193:683.83|V0238:710.81|V0304:665.51,0,,0,0,,5.006408452905682,0.9053489759395507,0.8909482276640946
T02305,2022-01-13,Consulting,Central,restricted,V0361,V0093|V0286|V0319|V0361,4,41.78,40.17,39.88,1,40.66,42.06,10,V0093:40.95|V0286:41.18|V0319:41.47|V0361:39.88,0,,0,0,,3.44318740777178,0.9545236955481092,0.9927806821010705
T03305,2022-01-13,Construction,East,open,V0088,V0088|V0091|V0130|V0200|V0222|V0260|V0330,7,2280.94,2342.26,3659.21,1,3659.21,3646.47,27,V0088:3659.21|V0091:3768.99|V0130:3878.76|V0200:3988.54|V0222:4098.32|V0260:4208.09|V0330:4317.87,1,price_deviation,3,1,0.3333333333333333,-0.34816258154083085,1.6042552631809692,1.5622561116186928
T03868,2022-01-13,Consulting,West,open,V0160,V0024|V0160|V0231|V0257,4,141.93,151.91,134.45,1,134.57,140.78,22,V0024:136.83|V0160:134.45|V0231:147.10|V0257:137.86,0,,1,0,0.0,4.614698669837265,0.9472979637849643,0.8850635244552695
T04545,2022-01-13,Construction,East,open,V0034,V0034|V0130|V0165|V0238|V0330|V0369,6,1689.63,1794.28,1514.22,1,1533.28,1506.36,8,V0034:1514.22|V0130:1658.80|V0165:1715.80|V0238:1738.33|V0330:1704.91|V0369:1708.11,0,,3,0,0.0,-1.7557132421997337,0.8961843717263542,0.8439151080098981
T05864,2022-01-13,IT Services,South,open,V0325,V0032|V0204|V0325|V0338|V0361,5,143.3,144.59,140.87,1,141.97,141.82,31,V0032:147.97|V0204:147.25|V0325:140.87|V0338:143.48|V0361:144.69,0,,4,1,0.25,-0.10565612453335611,0.9830425680390789,0.9742720796735598
T08283,2022-01-13,Transport,South,open,V0367,V0051|V0094|V0201|V0203|V0232|V0366|V0367,7,1237.29,1227.2,1111.97,1,1102.42,1181.19,10,V0051:1261.54|V0094:1195.36|V0201:1250.06|V0203:1156.51|V0232:1269.58|V0366:1239.64|V0367:1111.97,0,,0,0,,7.145189673627109,0.8987141252252908,0.9061033246414603
T08347,2022-01-13,Medical Supplies,West,open,V0129,V0100|V0129|V0270,3,235.36,217.8,208.87,1,211.0,225.43,19,V0100:238.64|V0129:208.87|V0270:222.98,0,,4,0,0.0,6.83886255924171,0.8874490142760026,0.9589990817263544
T08384,2022-01-13,Consulting,South,open,V0095,V0095|V0120|V0224|V0292,4,49.65,51.3,46.06,1,46.2,45.76,28,V0095:46.06|V0120:49.31|V0224:49.62|V0292:51.61,0,,1,0,0.0,-0.9523809523809627,0.927693856998993,0.8978557504873296
T08983,2022-01-13,Transport,West,restricted,V0203,V0025|V0086|V0203,3,1022.13,942.27,923.1,1,939.29,951.25,32,V0025:978.72|V0086:984.34|V0203:923.10,0,,1,0,0.0,1.2733021750471138,0.9031140852924775,0.9796555127511223
T09157,2022-01-13,Transport,South,open,V0126,V0038|V0111|V0126|V0254|V0299|V0400,6,1100.5,1062.46,1027.49,1,1042.05,1043.81,25,V0038:1033.52|V0111:1064.42|V0126:1027.49|V0254:1125.72|V0299:1074.92|V0400:1110.19,0,,1,1,1.0,0.16889784559282098,0.9336574284416175,0.9670858197014476
T00394,2022-01-14,Transport,South,open,V0094,V0044|V0094|V0126|V0254|V0263|V0367,6,642.91,639.83,594.93,1,589.26,631.3,23,V0044:666.65|V0094:594.93|V0126:623.15|V0254:659.87|V0263:635.16|V0367:613.98,0,,3,0,0.0,7.134371924108198,0.9253705806411473,0.929825109794789
T00452,2022-01-14,Transport,West,open,V0316,V0183|V0240|V0246|V0278|V0283|V0316,6,1239.02,1206.49,1090.89,1,1098.26,1146.23,10,V0183:1100.66|V0240:1131.11|V0246:1274.51|V0278:1194.69|V0283:1223.40|V0316:1090.89,0,,2,1,0.5,4.367818185129207,0.8804458362254041,0.9041848668451459
T02658,2022-01-14,Consulting,North,restricted,V0343,V0343|V0365,2,244.43,262.79,239.06,1,236.97,255.28,30,V0343:239.06|V0365:244.41,0,,0,0,,7.72671646199941,0.9780305199852718,0.9096997602648502
T02698,2022-01-14,Construction,North,open,V0063,V0063|V0114|V0281,3,2215.94,2270.31,2048.44,1,2061.34,2080.13,35,V0063:2048.44|V0114:2190.89|V0281:2238.24,0,,3,0,0.0,0.9115429768985205,0.9244113107755625,0.9022732578370355
T02917,2022-01-14,Consulting,East,restricted,V0267,V0186|V0228|V0267,3,94.83,89.31,87.34,1,87.78,93.56,10,V0186:91.34|V0228:99.36|V0267:87.34,0,,3,0,0.0,6.584643426748691,0.9210165559422124,0.9779419997760609
T03327,2022-01-14,Transport,North,open,V0291,V0239|V0291|V0374,3,1532.37,1571.71,1553.3,1,1544.75,1633.58,31,V0239:1566.69|V0291:1553.30|V0374:1579.24,0,,2,0,0.0,5.750445055834272,1.0136585811520717,0.9882866432102614
T07455,2022-01-14,Transport,East,open,V0070,V0070|V0129|V0155|V0260|V0298|V0332|V0366|V0367,8,1959.97,1931.68,1733.4,1,1767.85,1871.47,26,V0070:1733.40|V0129:1841.21|V0155:1991.52|V0260:2018.79|V0298:1752.68|V0332:1969.12|V0366:1982.64|V0367:2046.69,0,,2,2,1.0,5.861357015583908,0.8844012918565081,0.8973535989397831
T07474,2022-01-14,Consulting,West,restricted,V0059,V0059|V0268,2,244.62,251.46,231.02,1,231.76,230.65,28,V0059:231.02|V0268:255.60,0,,1,0,0.0,-0.47894373489816416,0.9444035647126156,0.9187147061162809
T07483,2022-01-14,Medical Supplies,Central,restricted,V0388,V0181|V0388,2,271.59,289.39,260.19,1,264.08,268.14,30,V0181:284.28|V0388:260.19,0,,5,1,0.2,1.5374129051802492,0.9580249641002984,0.8990981029061129
T07745,2022-01-14,Consulting,Central,open,V0356,V0142|V0356|V0391,3,20.62,21.55,19.72,1,19.72,21.15,7,V0142:20.34|V0356:19.72|V0391:20.79,0,,3,0,0.0,7.251521298174442,0.9563530552861299,0.9150812064965196
T07802,2022-01-14,Medical Supplies,West,negotiated,V0112,V0112|V0364,2,129.46,133.96,121.77,1,122.92,126.71,23,V0112:121.77|V0364:127.57,0,,0,0,,3.0833062154246598,0.9405994129460836,0.909002687369364
T09263,2022-01-14,Consulting,West,open,V0206,V0035|V0041|V0051|V0206|V0220|V0257,6,204.54,199.9,181.2,1,180.08,191.01,8,V0035:194.19|V0041:210.03|V0051:194.37|V0206:181.20|V0220:201.52|V0257:212.57,0,,2,1,0.5,6.069524655708562,0.8858902904077441,0.9064532266133065
T09715,2022-01-14,Medical Supplies,North,open,V0191,V0036|V0047|V0170|V0191|V0267,5,400.35,402.56,379.63,1,387.0,397.42,18,V0036:416.02|V0047:390.86|V0170:387.48|V0191:379.63|V0267:388.60,0,,1,1,1.0,2.6925064599483246,0.9482452853752965,0.943039546899841
